student_id,degree,institution_tier,gpa,target_career_id,career_skill_match_pct,total_skills_count,avg_skill_proficiency,core_cs_score,projects_count,avg_project_complexity,certifications_count,assessments_passed_pct,weekly_study_hours,learning_velocity_index,readiness_score,is_job_ready
STU_01353,B.Tech Electronics,2,9.18,CR009,89.98,16,3.87,78.5,5,4.5,4,83.9,14.1,1.33,91.39,1
STU_01354,B.Tech Computer Science,3,8.27,CR009,60.44,7,2.21,45.3,2,3.4,3,74.8,17.6,1.32,59.6,0
STU_01355,B.Tech Electronics,2,8.07,CR004,89.23,21,3.89,89.8,6,4.3,4,88.6,20.9,1.79,91.55,1
STU_01356,BCA / MCA,2,8.87,CR004,92.57,17,3.94,91.6,3,4.3,2,84.7,18.0,1.34,83.39,1
STU_01357,M.S. Computer Science,2,7.53,CR003,59.08,15,2.66,42.8,4,2.7,2,68.6,15.8,1.31,62.88,0
STU_01358,B.Tech Information Technology,1,5.99,CR009,76.36,14,3.41,51.7,3,2.9,3,67.9,13.4,1.22,68.78,0
STU_01359,B.Tech Information Technology,1,7.36,CR009,63.41,11,2.47,53.7,2,3.5,2,70.7,14.8,1.19,61.72,0
STU_01360,BCA / MCA,2,7.79,CR009,23.27,3,1.18,21.3,0,1.1,1,37.8,7.1,0.74,24.18,0
STU_01361,B.S. Data Science,2,7.18,CR006,39.24,11,1.83,26.3,2,1.1,0,42.0,6.8,0.89,34.44,0
STU_01362,B.Tech Electronics,2,6.88,CR001,63.26,14,2.21,51.7,2,3.1,3,66.3,8.1,1.25,57.48,0
STU_01363,M.S. Computer Science,2,8.63,CR009,84.02,18,3.92,75.7,4,3.9,4,77.9,24.9,1.51,83.88,1
STU_01364,B.S. Data Science,2,9.07,CR010,89.04,17,3.92,77.8,6,4.0,3,85.4,24.2,1.72,85.94,1
STU_01365,B.Tech Computer Science,2,6.78,CR010,51.58,13,1.59,31.4,1,2.4,1,44.7,8.4,0.75,39.31,0
STU_01366,B.Tech Computer Science,1,8.01,CR007,81.61,18,3.32,67.2,3,4.0,2,76.1,20.1,1.39,78.21,1
STU_01367,B.Tech Computer Science,2,8.64,CR003,82.09,15,3.21,64.1,3,3.1,1,53.2,8.6,1.13,67.71,0
STU_01368,B.S. Data Science,2,10.0,CR007,68.46,14,3.3,62.7,4,3.1,2,61.7,15.8,1.09,66.64,0
STU_01369,B.S. Data Science,2,8.72,CR007,96.64,22,4.41,83.0,8,4.4,6,96.8,24.7,2.04,99.5,1
STU_01370,B.Tech Information Technology,1,8.26,CR003,73.95,13,3.19,70.3,3,3.4,1,71.1,10.2,1.23,68.89,0
STU_01371,BCA / MCA,2,8.42,CR009,31.75,6,1.52,32.4,0,1.4,1,43.0,4.1,0.91,28.26,0
STU_01372,B.Tech Electronics,1,5.27,CR003,99.48,21,4.74,100.0,7,4.5,3,90.3,25.2,1.85,97.68,1
STU_01373,M.S. Computer Science,3,8.56,CR002,29.49,9,1.62,17.0,2,1.8,1,49.2,7.8,0.78,32.55,0
STU_01374,B.Tech Computer Science,2,7.27,CR002,80.19,13,3.34,60.0,3,3.4,2,66.4,12.4,1.26,65.69,0
STU_01375,B.S. Data Science,2,7.77,CR003,41.32,9,1.68,38.6,2,1.6,1,26.9,9.5,0.73,38.33,0
STU_01376,B.Tech Computer Science,3,8.7,CR005,90.38,22,4.21,84.5,4,4.1,3,88.2,15.3,1.54,91.77,1
STU_01377,BCA / MCA,2,8.44,CR002,58.5,11,2.21,48.5,2,3.4,1,58.4,12.5,1.13,52.75,0
STU_01378,B.Tech Electronics,2,7.33,CR005,59.71,13,2.44,45.8,3,3.3,2,71.3,14.3,1.22,55.66,0
STU_01379,B.Tech Electronics,3,9.41,CR010,42.84,13,1.15,28.8,0,1.2,1,42.4,6.7,0.63,37.3,0
STU_01380,B.Tech Electronics,2,6.63,CR003,84.53,13,3.77,80.5,5,4.1,2,86.4,14.1,1.64,79.9,1
STU_01381,M.S. Computer Science,2,7.97,CR007,56.92,12,2.46,45.0,3,3.7,2,71.1,9.4,1.02,59.74,0
STU_01382,M.S. Computer Science,1,8.91,CR008,93.16,20,4.31,90.9,3,4.4,3,77.6,18.3,1.68,86.0,1
STU_01383,BCA / MCA,1,7.76,CR005,67.03,7,2.67,53.7,2,3.2,3,55.7,11.0,1.04,63.69,0
STU_01384,M.S. Computer Science,1,9.74,CR010,54.03,12,2.32,50.9,2,3.5,3,69.2,12.7,1.38,59.06,0
STU_01385,M.S. Computer Science,1,6.93,CR008,63.32,11,2.56,42.5,2,3.2,1,52.3,13.9,1.13,59.68,0
STU_01386,BCA / MCA,3,6.68,CR003,99.23,22,4.95,89.6,7,4.9,4,88.7,29.8,1.87,99.5,1
STU_01387,B.Tech Information Technology,3,7.44,CR010,76.46,16,3.26,59.3,4,2.7,3,57.8,10.8,1.02,68.69,0
STU_01388,B.S. Data Science,2,7.65,CR001,82.03,14,2.78,59.1,2,3.2,2,65.2,14.2,1.2,67.52,0
STU_01389,B.Tech Electronics,1,7.21,CR001,99.22,13,4.08,82.2,5,4.0,5,85.8,19.5,1.75,92.99,1
STU_01390,B.S. Data Science,1,6.99,CR002,75.46,12,3.43,62.6,3,3.8,1,70.7,10.3,1.18,64.84,0
STU_01391,B.Tech Information Technology,2,8.24,CR002,48.32,11,1.84,47.8,1,1.3,0,20.3,8.1,0.65,35.46,0
STU_01392,B.Tech Computer Science,2,8.46,CR006,31.89,2,1.54,21.7,2,1.8,0,34.5,6.3,0.9,29.88,0
STU_01393,B.S. Data Science,2,8.25,CR006,28.41,14,1.3,25.8,1,1.7,1,42.2,5.7,0.97,27.9,0
STU_01394,B.Tech Electronics,3,5.54,CR002,29.56,16,1.55,40.4,0,1.5,0,42.3,7.1,0.97,31.85,0
STU_01395,B.Tech Electronics,2,7.45,CR009,84.82,13,3.41,68.4,2,3.7,2,67.8,13.2,1.1,67.57,0
STU_01396,B.Tech Computer Science,2,10.0,CR009,69.5,20,2.94,56.7,3,3.2,1,64.5,12.3,1.15,59.77,0
STU_01397,B.Tech Electronics,2,9.04,CR001,80.18,18,2.91,62.1,4,3.8,3,70.8,12.9,1.1,74.03,0
STU_01398,B.Tech Computer Science,2,6.79,CR009,88.76,24,4.11,81.3,4,3.8,4,88.1,20.7,1.45,90.83,1
STU_01399,M.S. Computer Science,2,7.47,CR002,90.14,21,3.49,84.0,4,4.5,3,88.0,15.5,1.57,85.09,1
STU_01400,B.S. Data Science,2,8.45,CR003,94.32,22,4.3,84.4,6,4.2,5,83.6,15.5,1.53,92.19,1
STU_01401,B.Tech Computer Science,1,9.06,CR008,93.74,21,4.29,84.8,7,4.4,4,88.3,20.1,2.0,91.33,1
STU_01402,B.Tech Computer Science,1,8.02,CR008,68.35,14,3.05,52.2,3,3.4,3,50.0,8.9,1.01,58.98,0
STU_01403,B.Tech Electronics,3,6.62,CR004,71.71,17,2.96,66.1,4,3.0,2,56.0,17.0,1.15,69.06,0
STU_01404,B.Tech Computer Science,1,8.2,CR009,60.84,8,2.44,53.8,3,3.1,1,65.9,17.8,1.27,61.54,0
STU_01405,B.Tech Electronics,2,8.53,CR003,88.17,12,3.86,88.8,5,4.0,5,84.8,16.6,1.43,93.13,1
STU_01406,B.Tech Information Technology,2,9.57,CR006,84.22,17,3.72,76.7,5,4.5,4,89.3,20.4,1.34,84.87,1
STU_01407,BCA / MCA,2,9.37,CR004,85.83,16,3.91,77.7,5,4.6,4,75.7,14.7,1.65,84.22,1
STU_01408,B.Tech Information Technology,2,7.48,CR010,59.75,12,2.37,56.0,4,2.7,1,62.3,17.5,1.13,60.08,0
STU_01409,BCA / MCA,3,6.64,CR010,49.22,12,2.43,43.3,2,3.3,3,63.5,16.5,1.13,53.01,0
STU_01410,B.Tech Information Technology,2,9.97,CR008,82.54,17,3.47,66.9,3,3.8,2,79.7,14.6,1.54,77.93,1
STU_01411,M.S. Computer Science,1,7.67,CR008,88.75,18,3.84,76.6,5,4.1,5,82.1,17.3,1.61,88.13,1
STU_01412,M.S. Computer Science,2,7.83,CR003,83.73,24,3.54,69.8,3,4.0,2,76.9,19.3,1.35,77.47,1
STU_01413,B.Tech Electronics,2,6.97,CR004,72.35,13,2.94,57.7,2,2.8,3,68.3,12.6,1.34,68.48,0
STU_01414,B.Tech Computer Science,3,8.24,CR006,55.96,11,2.16,41.2,2,1.2,1,40.9,4.6,0.74,40.98,0
STU_01415,BCA / MCA,2,9.59,CR008,98.19,20,4.41,90.0,5,4.7,5,94.8,18.3,2.07,95.75,1
STU_01416,B.Tech Electronics,3,9.5,CR010,28.66,10,1.05,17.9,0,1.2,1,46.7,9.4,0.79,31.73,0
STU_01417,B.Tech Computer Science,3,6.06,CR010,71.22,15,3.12,58.1,2,2.8,3,61.8,15.5,1.03,68.8,0
STU_01418,B.Tech Information Technology,2,7.57,CR010,85.07,22,4.03,68.8,4,4.6,2,75.6,20.3,1.35,78.51,1
STU_01419,M.S. Computer Science,1,7.49,CR002,21.45,9,1.05,18.6,2,1.3,0,26.1,5.5,0.7,16.95,0
STU_01420,M.S. Computer Science,3,9.46,CR005,39.89,13,1.03,28.5,2,2.2,0,48.3,6.8,0.78,36.77,0
STU_01421,BCA / MCA,2,5.83,CR010,58.53,13,2.86,50.0,4,3.5,2,50.1,15.5,1.32,61.59,0
STU_01422,B.Tech Computer Science,3,8.14,CR001,94.72,14,3.62,71.1,5,4.1,5,75.5,19.1,1.66,88.74,1
STU_01423,B.Tech Electronics,2,8.55,CR009,59.94,12,2.13,51.6,3,3.5,3,73.1,17.6,1.0,64.8,0
STU_01424,B.Tech Computer Science,3,8.04,CR004,29.64,8,1.34,32.9,1,2.3,1,31.8,5.8,0.8,31.53,0
STU_01425,B.S. Data Science,1,8.39,CR004,68.55,9,2.91,42.4,4,2.7,1,69.0,15.6,1.4,61.9,0
STU_01426,BCA / MCA,2,5.87,CR007,98.21,24,4.93,87.1,6,4.4,4,95.4,27.9,2.13,98.34,1
STU_01427,B.Tech Information Technology,2,8.7,CR002,77.62,12,2.97,64.6,2,2.8,1,56.6,15.2,1.32,67.98,0
STU_01428,B.Tech Electronics,2,8.83,CR001,76.04,12,2.79,47.7,4,3.7,2,50.9,9.1,1.16,69.74,0
STU_01429,B.S. Data Science,2,8.83,CR008,37.82,11,1.47,30.0,1,2.4,0,33.6,7.1,0.98,32.66,0
STU_01430,B.S. Data Science,2,8.51,CR004,96.75,23,4.47,91.8,8,4.5,3,97.7,31.8,2.07,99.5,1
STU_01431,BCA / MCA,2,7.98,CR002,52.36,12,1.96,49.7,0,1.3,0,28.9,4.6,0.72,40.79,0
STU_01432,B.Tech Electronics,2,7.21,CR002,85.12,20,4.07,73.8,3,4.1,5,88.2,18.1,1.73,86.75,1
STU_01433,B.Tech Computer Science,2,6.07,CR007,56.58,10,1.95,42.0,2,2.4,0,37.0,8.7,0.96,49.82,0
STU_01434,M.S. Computer Science,1,8.93,CR007,80.24,21,2.86,67.9,4,2.9,2,62.3,14.4,1.03,72.78,0
STU_01435,B.Tech Information Technology,3,7.39,CR010,43.92,7,2.16,36.8,1,2.2,1,46.3,9.5,0.8,39.59,0
STU_01436,B.Tech Electronics,3,8.54,CR010,34.49,4,1.79,27.2,2,2.3,0,21.4,8.7,0.78,29.73,0
STU_01437,B.Tech Electronics,2,6.41,CR010,20.65,6,1.0,19.1,0,1.5,0,38.2,4.9,0.62,22.3,0
STU_01438,M.S. Computer Science,3,5.1,CR010,81.2,17,3.45,74.4,4,3.9,3,83.6,24.3,1.37,81.28,1
STU_01439,BCA / MCA,2,7.46,CR006,63.28,22,2.93,47.9,4,3.1,3,65.5,12.0,1.06,59.89,0
STU_01440,B.Tech Electronics,1,6.42,CR003,83.31,15,3.78,76.7,3,4.2,3,81.7,16.2,1.31,76.92,1
STU_01441,B.S. Data Science,2,7.51,CR009,96.73,19,4.27,81.2,7,4.9,5,93.1,27.1,1.68,94.46,1
STU_01442,M.S. Computer Science,3,8.58,CR003,35.31,9,1.82,44.4,1,1.2,1,42.1,7.4,0.78,32.21,0
STU_01443,B.S. Data Science,2,8.79,CR001,72.04,8,2.6,48.8,4,2.9,3,52.6,13.6,1.1,64.08,0
STU_01444,B.Tech Information Technology,1,9.27,CR009,84.22,16,3.16,77.6,3,4.0,5,76.2,15.0,1.38,82.26,1
STU_01445,B.S. Data Science,1,6.46,CR004,74.01,12,2.84,53.0,2,2.6,1,73.1,8.9,1.23,58.73,0
STU_01446,B.S. Data Science,1,7.43,CR008,90.29,15,4.1,81.0,6,4.3,4,80.8,17.9,1.38,83.82,1
STU_01447,M.S. Computer Science,2,6.25,CR006,49.54,16,2.54,40.9,3,3.6,2,62.3,12.4,1.3,51.14,0
STU_01448,B.Tech Information Technology,1,8.37,CR001,77.66,17,2.87,62.0,2,3.5,3,66.3,9.0,1.12,70.07,0
STU_01449,B.Tech Information Technology,2,6.83,CR008,77.07,14,3.1,63.4,2,2.6,2,74.7,15.0,1.13,67.56,0
STU_01450,BCA / MCA,3,6.34,CR006,82.68,22,3.66,66.4,6,4.1,3,87.5,21.4,1.77,85.02,1
STU_01451,B.Tech Electronics,1,6.97,CR001,85.22,18,3.22,62.5,2,3.2,2,67.1,17.8,1.31,74.34,0
STU_01452,B.Tech Computer Science,2,8.19,CR003,50.74,12,2.4,47.3,2,3.2,3,57.4,14.7,1.22,54.04,0
STU_01453,M.S. Computer Science,3,9.81,CR006,41.27,10,1.95,36.2,0,2.0,0,39.4,7.3,0.79,32.19,0
STU_01454,B.Tech Information Technology,2,7.56,CR004,94.4,21,4.22,99.3,4,4.3,4,86.3,16.6,1.68,93.98,1
STU_01455,M.S. Computer Science,2,5.75,CR004,35.64,8,1.1,28.4,1,1.1,0,23.2,9.4,0.71,28.09,0
STU_01456,B.Tech Computer Science,3,6.6,CR003,54.77,15,2.32,36.3,2,3.7,2,56.6,9.8,1.36,53.31,0
STU_01457,B.Tech Information Technology,2,9.22,CR004,71.05,11,2.7,51.3,3,2.8,3,56.0,16.0,1.03,63.33,0
STU_01458,B.Tech Information Technology,3,6.12,CR010,92.18,18,4.08,89.8,3,4.3,2,76.5,22.8,1.43,84.62,1
STU_01459,B.Tech Information Technology,3,7.81,CR003,78.98,16,3.25,77.2,4,4.2,5,84.4,22.2,1.37,82.91,1
STU_01460,BCA / MCA,2,9.21,CR010,65.34,12,3.18,58.3,4,3.3,1,66.0,10.3,1.15,58.15,0
STU_01461,B.Tech Computer Science,3,9.5,CR010,40.59,11,1.89,37.2,2,2.3,1,44.6,9.0,0.87,36.01,0
STU_01462,B.Tech Information Technology,2,8.46,CR001,74.74,14,2.71,48.7,3,3.7,1,71.2,16.5,1.23,64.62,0
STU_01463,M.S. Computer Science,3,7.65,CR008,56.5,10,1.87,36.5,0,1.8,1,23.2,4.3,0.75,37.75,0
STU_01464,BCA / MCA,2,9.26,CR003,53.34,9,2.4,39.2,4,3.1,3,73.1,17.9,1.08,57.14,0
STU_01465,B.S. Data Science,2,6.65,CR008,23.16,5,1.39,22.0,2,1.4,1,32.6,6.2,0.71,25.61,0
STU_01466,M.S. Computer Science,2,7.52,CR008,64.99,10,2.48,41.2,4,3.6,2,67.6,10.0,1.29,70.0,0
STU_01467,BCA / MCA,3,9.24,CR010,63.62,15,3.1,48.7,2,3.7,1,51.3,15.6,1.09,57.09,0
STU_01468,B.Tech Information Technology,2,7.02,CR004,86.95,25,3.27,71.6,3,3.8,2,72.6,11.6,1.15,75.19,1
STU_01469,B.Tech Electronics,2,8.83,CR006,71.66,17,2.94,62.5,2,2.6,1,55.0,15.6,1.0,58.74,0
STU_01470,B.Tech Computer Science,2,6.6,CR009,73.69,13,2.82,56.6,4,3.4,1,55.9,10.8,1.27,67.29,0
STU_01471,B.Tech Electronics,2,8.86,CR006,54.42,16,2.66,43.5,3,3.4,2,57.0,10.6,1.13,53.52,0
STU_01472,B.Tech Electronics,2,10.0,CR008,79.39,13,3.32,64.4,3,3.1,1,66.1,8.5,1.36,66.57,0
STU_01473,B.Tech Information Technology,2,6.93,CR005,74.57,16,3.38,69.4,3,3.4,1,58.2,9.8,1.25,66.91,0
STU_01474,B.S. Data Science,3,8.81,CR009,56.79,14,2.89,68.2,2,2.8,2,52.9,13.4,1.05,58.24,0
STU_01475,B.Tech Information Technology,1,7.25,CR002,68.22,16,3.12,60.0,4,2.7,1,54.2,16.0,1.28,62.53,0
STU_01476,B.S. Data Science,1,6.68,CR006,78.17,15,3.06,58.9,4,3.5,3,69.8,14.4,1.15,74.06,0
STU_01477,B.S. Data Science,1,7.65,CR010,87.87,21,4.45,82.0,7,4.5,3,89.8,28.2,2.13,90.29,1
STU_01478,B.S. Data Science,2,10.0,CR006,87.1,20,4.17,81.2,6,3.9,5,82.7,15.7,1.52,84.71,1
STU_01479,M.S. Computer Science,3,7.85,CR001,82.14,13,3.19,57.7,4,3.0,1,51.0,16.8,1.38,64.54,0
STU_01480,B.Tech Electronics,2,7.69,CR004,56.78,13,2.39,41.6,4,3.7,3,50.4,14.6,1.13,60.62,0
STU_01481,M.S. Computer Science,3,5.0,CR008,60.97,13,2.43,55.7,2,3.3,2,72.2,11.3,1.25,60.69,0
STU_01482,B.Tech Information Technology,2,9.46,CR007,41.87,8,1.42,30.6,1,2.3,0,50.0,9.4,0.91,40.37,0
STU_01483,B.S. Data Science,1,7.13,CR003,56.55,15,2.64,41.1,4,2.8,1,72.3,9.5,1.3,56.29,0
STU_01484,B.Tech Electronics,3,7.62,CR006,65.74,11,2.65,56.6,3,3.3,2,65.9,16.8,1.12,64.7,0
STU_01485,BCA / MCA,3,7.16,CR009,61.14,19,2.74,59.0,4,3.4,1,70.8,10.5,1.08,62.38,0
STU_01486,M.S. Computer Science,3,7.7,CR003,43.88,9,1.77,29.5,1,2.0,1,37.8,6.3,0.85,34.25,0
STU_01487,B.Tech Electronics,2,5.84,CR007,42.83,9,1.43,19.3,1,2.2,0,26.5,9.0,0.86,31.8,0
STU_01488,B.Tech Electronics,1,8.85,CR010,91.46,25,4.33,84.6,7,5.0,3,88.8,25.7,1.9,89.62,1
STU_01489,B.Tech Information Technology,1,8.82,CR009,41.68,8,2.01,38.7,2,1.2,1,23.5,9.5,0.8,39.89,0
STU_01490,B.Tech Computer Science,1,5.4,CR002,96.29,20,4.9,99.6,8,4.4,5,91.5,28.2,2.01,99.17,1
STU_01491,B.Tech Information Technology,2,8.63,CR009,34.61,8,1.69,36.4,0,1.8,1,20.3,4.9,0.86,29.36,0
STU_01492,M.S. Computer Science,1,7.6,CR006,88.35,22,4.45,76.8,6,4.0,5,76.7,21.5,1.41,88.05,1
STU_01493,B.Tech Information Technology,3,8.86,CR003,75.38,11,3.16,67.6,3,3.0,3,74.7,8.7,1.03,69.55,0
STU_01494,B.Tech Computer Science,2,7.61,CR004,49.3,10,2.06,48.4,0,1.4,1,20.6,7.9,0.66,38.14,0
STU_01495,B.Tech Electronics,3,8.49,CR008,23.82,8,1.12,23.9,2,1.4,1,26.6,8.6,0.81,26.08,0
STU_01496,M.S. Computer Science,2,7.64,CR008,69.89,15,2.43,50.0,2,3.6,1,67.5,10.1,1.18,63.38,0
STU_01497,B.Tech Electronics,1,8.19,CR007,68.23,14,2.97,55.9,2,2.7,3,72.1,16.0,1.31,68.04,0
STU_01498,B.S. Data Science,3,7.62,CR008,62.62,11,2.61,41.2,4,3.4,1,69.1,13.4,1.24,59.35,0
STU_01499,BCA / MCA,1,9.11,CR008,66.6,15,2.97,49.1,4,3.3,2,54.3,11.7,1.06,64.63,0
STU_01500,B.Tech Electronics,2,8.65,CR003,52.18,16,1.95,53.0,2,3.7,3,52.0,13.0,1.21,53.24,0
STU_01501,BCA / MCA,2,8.62,CR007,97.62,23,4.8,100.0,6,4.8,3,91.7,23.8,2.01,94.78,1
STU_01502,B.Tech Electronics,2,6.84,CR001,33.94,8,1.45,24.1,0,1.9,1,37.5,7.6,0.68,28.64,0
STU_01503,BCA / MCA,2,7.43,CR002,88.44,14,4.3,77.8,4,4.4,5,82.2,24.9,1.76,88.58,1
STU_01504,B.Tech Electronics,3,9.61,CR009,42.0,11,1.31,37.7,1,1.1,0,33.2,8.7,0.79,31.65,0
STU_01505,B.Tech Computer Science,2,8.67,CR006,62.38,15,2.61,58.6,2,2.6,2,57.9,9.3,1.2,57.62,0
STU_01506,B.Tech Information Technology,2,8.62,CR008,33.86,8,1.14,31.2,2,1.6,1,38.0,6.1,0.88,32.92,0
STU_01507,B.Tech Electronics,2,7.04,CR007,88.46,14,3.8,70.5,6,4.4,2,85.7,24.7,1.46,85.29,1
STU_01508,B.Tech Computer Science,2,9.52,CR003,73.36,15,2.68,59.8,4,3.8,2,59.9,13.5,1.21,67.44,0
STU_01509,B.Tech Electronics,2,8.94,CR002,67.49,18,2.45,53.9,2,3.7,3,58.3,14.1,1.29,67.28,0
STU_01510,B.Tech Electronics,1,9.51,CR005,77.41,13,3.07,73.6,4,3.8,2,77.1,17.0,1.74,75.44,1
STU_01511,M.S. Computer Science,1,6.26,CR005,37.29,8,2.25,39.5,2,2.4,1,43.7,5.0,0.71,40.33,0
STU_01512,B.Tech Information Technology,1,8.06,CR001,97.88,26,3.59,92.7,4,3.8,5,80.4,21.4,1.78,95.02,1
STU_01513,B.S. Data Science,1,6.98,CR001,97.37,20,4.19,84.8,4,4.0,5,81.6,18.3,1.46,90.62,1
STU_01514,BCA / MCA,1,5.41,CR009,80.74,17,2.78,70.6,4,3.2,3,65.5,12.1,1.06,66.13,0
STU_01515,B.Tech Computer Science,2,7.31,CR005,60.11,10,2.79,62.3,4,2.5,1,61.3,12.8,1.27,59.0,0
STU_01516,B.Tech Computer Science,3,8.71,CR004,98.43,21,4.84,100.0,7,4.4,4,89.1,27.1,1.74,94.96,1
STU_01517,B.Tech Information Technology,1,8.8,CR007,35.24,13,1.03,23.6,0,1.4,1,28.8,8.4,0.66,30.8,0
STU_01518,B.Tech Information Technology,2,6.86,CR002,28.53,2,1.21,32.2,0,2.3,0,39.0,6.6,0.73,26.55,0
STU_01519,BCA / MCA,1,6.9,CR007,56.08,17,2.33,42.9,3,3.2,2,54.4,16.9,1.33,56.3,0
STU_01520,M.S. Computer Science,2,7.17,CR010,35.39,12,1.53,22.8,2,1.0,1,28.5,7.6,0.74,27.7,0
STU_01521,B.Tech Electronics,1,6.63,CR004,38.54,7,2.09,24.5,1,1.3,0,36.9,7.9,0.65,34.22,0
STU_01522,B.Tech Computer Science,2,5.43,CR006,40.61,10,1.55,30.4,0,1.5,1,22.3,4.2,0.67,31.02,0
STU_01523,B.Tech Information Technology,1,8.47,CR005,54.52,11,1.96,47.7,3,2.5,1,53.1,8.7,1.15,48.53,0
STU_01524,B.Tech Computer Science,3,7.79,CR007,53.5,11,2.32,54.6,4,3.7,2,61.4,11.6,1.38,60.37,0
STU_01525,B.Tech Computer Science,3,6.95,CR010,38.06,12,1.88,42.6,0,1.8,1,28.3,7.5,0.97,34.89,0
STU_01526,BCA / MCA,2,7.93,CR003,57.54,13,2.15,47.1,4,3.0,3,73.0,13.0,1.29,64.6,0
STU_01527,B.S. Data Science,3,9.19,CR008,44.93,14,2.33,36.7,0,1.5,1,23.3,9.2,0.73,32.14,0
STU_01528,B.Tech Electronics,2,7.85,CR004,64.69,8,2.0,46.9,4,3.4,1,67.8,13.3,1.2,63.54,0
STU_01529,B.Tech Information Technology,1,7.86,CR002,57.88,11,2.82,47.6,4,3.2,2,57.6,17.0,1.39,58.81,0
STU_01530,B.Tech Information Technology,2,8.02,CR001,50.84,6,2.43,42.2,1,1.7,1,39.6,9.3,0.95,40.84,0
STU_01531,B.Tech Information Technology,1,7.38,CR004,73.26,13,3.21,60.3,2,3.3,3,74.0,14.6,1.14,68.11,0
STU_01532,M.S. Computer Science,3,6.45,CR008,88.52,18,3.77,76.1,5,4.5,3,85.7,24.9,1.34,92.46,1
STU_01533,B.S. Data Science,2,8.3,CR001,91.01,17,3.15,64.2,3,3.5,3,74.0,15.6,1.12,74.25,0
STU_01534,B.S. Data Science,3,7.9,CR004,91.47,20,4.05,80.9,5,3.9,4,75.7,20.7,1.51,87.45,1
STU_01535,B.Tech Information Technology,2,7.29,CR001,98.04,18,4.44,85.8,6,4.7,4,93.0,23.1,1.9,98.75,1
STU_01536,M.S. Computer Science,3,8.45,CR009,75.1,16,3.12,75.4,3,3.7,3,56.7,14.1,1.29,71.12,0
STU_01537,B.Tech Computer Science,1,6.63,CR008,36.98,9,1.3,26.3,0,2.1,0,26.5,9.9,0.9,25.2,0
STU_01538,BCA / MCA,3,8.4,CR004,37.74,7,1.56,20.2,0,2.4,0,24.7,6.3,0.7,29.45,0
STU_01539,B.Tech Information Technology,2,8.62,CR007,81.54,17,3.39,61.6,5,4.0,3,88.4,18.6,1.54,81.81,1
STU_01540,BCA / MCA,1,7.36,CR007,44.43,8,2.38,39.3,0,2.2,1,39.4,4.5,0.98,38.32,0
STU_01541,B.S. Data Science,2,7.1,CR004,62.63,12,2.71,58.5,3,3.8,1,54.0,16.3,1.26,60.8,0
STU_01542,B.S. Data Science,2,7.61,CR003,55.33,11,2.77,52.5,3,2.8,3,72.4,9.8,1.35,62.84,0
STU_01543,M.S. Computer Science,3,7.95,CR003,79.82,16,3.56,73.2,6,4.5,2,86.7,24.7,1.35,80.29,1
STU_01544,B.Tech Electronics,2,6.59,CR002,83.97,14,3.26,74.5,5,3.9,3,80.0,20.1,1.36,80.65,1
STU_01545,M.S. Computer Science,3,6.52,CR005,56.9,15,2.34,43.9,3,3.1,2,73.8,17.0,1.07,60.6,0
STU_01546,B.S. Data Science,2,9.69,CR010,69.72,11,2.72,60.1,3,2.6,1,68.5,10.2,1.04,58.58,0
STU_01547,BCA / MCA,2,6.66,CR003,95.83,14,4.17,86.0,5,4.8,3,97.9,30.6,1.75,99.5,1
STU_01548,M.S. Computer Science,3,9.17,CR006,58.41,10,2.45,41.0,3,3.3,2,73.9,15.3,1.17,55.91,0
STU_01549,BCA / MCA,2,8.07,CR008,63.02,6,2.62,38.2,4,2.7,1,63.0,9.0,1.1,54.62,0
STU_01550,B.Tech Electronics,3,8.6,CR002,65.67,11,2.5,46.7,4,3.4,1,51.1,12.6,1.0,59.14,0
STU_01551,B.Tech Information Technology,3,5.44,CR005,75.51,17,3.47,65.9,5,4.6,5,81.4,18.6,1.53,82.8,1
STU_01552,BCA / MCA,2,8.1,CR001,96.4,16,3.89,77.1,6,3.9,3,81.0,17.9,1.62,91.54,1
STU_01553,B.Tech Information Technology,2,6.4,CR006,75.1,16,2.96,55.8,4,3.1,1,52.9,16.4,1.03,65.0,0
STU_01554,BCA / MCA,2,8.53,CR003,57.48,16,2.35,55.6,3,3.1,3,63.1,11.1,1.33,59.45,0
STU_01555,B.Tech Information Technology,2,6.03,CR010,55.98,11,2.39,47.2,4,3.2,1,68.0,8.4,1.31,51.19,0
STU_01556,B.Tech Computer Science,1,10.0,CR002,72.7,12,2.37,50.0,3,3.7,2,62.4,12.2,1.02,62.74,0
STU_01557,BCA / MCA,2,7.17,CR002,60.15,9,2.26,54.3,2,2.8,2,50.4,15.2,1.16,55.88,0
STU_01558,B.Tech Information Technology,3,7.3,CR005,78.66,14,3.95,71.0,6,4.0,4,80.4,16.7,1.77,80.82,1
STU_01559,BCA / MCA,2,7.19,CR002,51.42,4,2.02,42.5,2,2.1,1,45.8,4.6,0.6,44.25,0
STU_01560,B.Tech Information Technology,2,8.16,CR004,96.06,19,4.91,97.1,8,4.7,5,92.9,31.2,1.75,96.6,1
STU_01561,B.Tech Computer Science,3,6.25,CR008,47.73,11,1.85,28.5,0,2.0,1,28.4,5.5,0.76,40.99,0
STU_01562,M.S. Computer Science,2,8.43,CR005,81.42,18,4.22,79.5,4,4.1,3,89.0,21.0,1.72,77.19,1
