student_id,week,initial_readiness,weekly_study_hours,learning_consistency,cumulative_hours,milestones_completed,readiness_at_week
TRJ_0180,12,29.17,8.6,0.87,109,6,41.52
TRJ_0180,16,29.17,8.6,0.87,144,9,45.03
TRJ_0180,20,29.17,8.6,0.87,176,10,48.03
TRJ_0180,24,29.17,8.6,0.87,213,12,51.3
TRJ_0181,0,30.55,8.0,1.06,0,0,30.55
TRJ_0181,4,30.55,8.0,1.06,32,1,35.16
TRJ_0181,8,30.55,8.0,1.06,59,2,38.83
TRJ_0181,12,30.55,8.0,1.06,88,3,42.49
TRJ_0181,16,30.55,8.0,1.06,116,4,45.87
TRJ_0181,20,30.55,8.0,1.06,147,7,49.35
TRJ_0181,24,30.55,8.0,1.06,183,8,53.15
TRJ_0182,0,45.21,12.8,1.27,0,0,45.21
TRJ_0182,4,45.21,12.8,1.27,51,1,51.95
TRJ_0182,8,45.21,12.8,1.27,107,2,58.37
TRJ_0182,12,45.21,12.8,1.27,165,3,64.13
TRJ_0182,16,45.21,12.8,1.27,220,6,68.88
TRJ_0182,20,45.21,12.8,1.27,276,9,73.03
TRJ_0182,24,45.21,12.8,1.27,334,10,76.73
TRJ_0183,0,23.65,26.2,0.8,0,0,23.65
TRJ_0183,4,23.65,26.2,0.8,106,2,35.62
TRJ_0183,8,23.65,26.2,0.8,198,4,44.47
TRJ_0183,12,23.65,26.2,0.8,297,6,52.65
TRJ_0183,16,23.65,26.2,0.8,390,7,59.24
TRJ_0183,20,23.65,26.2,0.8,505,9,66.11
TRJ_0183,24,23.65,26.2,0.8,613,12,71.5
TRJ_0184,0,22.91,26.4,1.09,0,0,22.91
TRJ_0184,4,22.91,26.4,1.09,92,1,36.95
TRJ_0184,8,22.91,26.4,1.09,191,3,49.27
TRJ_0184,12,22.91,26.4,1.09,284,6,58.67
TRJ_0184,16,22.91,26.4,1.09,376,8,66.23
TRJ_0184,20,22.91,26.4,1.09,487,11,73.5
TRJ_0184,24,22.91,26.4,1.09,580,12,78.41
TRJ_0185,0,20.89,24.5,1.25,0,0,20.89
TRJ_0185,4,20.89,24.5,1.25,91,3,36.99
TRJ_0185,8,20.89,24.5,1.25,202,4,52.28
TRJ_0185,12,20.89,24.5,1.25,293,6,62.04
TRJ_0185,16,20.89,24.5,1.25,387,9,69.99
TRJ_0185,20,20.89,24.5,1.25,489,11,76.77
TRJ_0185,24,20.89,24.5,1.25,594,14,82.14
TRJ_0186,0,54.5,24.2,0.96,0,0,54.5
TRJ_0186,4,54.5,24.2,0.96,85,1,61.38
TRJ_0186,8,54.5,24.2,0.96,185,2,68.16
TRJ_0186,12,54.5,24.2,0.96,291,4,74.06
TRJ_0186,16,54.5,24.2,0.96,397,6,78.85
TRJ_0186,20,54.5,24.2,0.96,500,9,82.65
TRJ_0186,24,54.5,24.2,0.96,604,11,85.8
TRJ_0187,0,20.19,8.2,1.05,0,0,20.19
TRJ_0187,4,20.19,8.2,1.05,28,2,24.83
TRJ_0187,8,20.19,8.2,1.05,57,3,29.37
TRJ_0187,12,20.19,8.2,1.05,92,6,34.39
TRJ_0187,16,20.19,8.2,1.05,120,8,38.15
TRJ_0187,20,20.19,8.2,1.05,149,9,41.86
TRJ_0187,24,20.19,8.2,1.05,184,10,46.06
TRJ_0188,0,51.98,11.3,1.01,0,0,51.98
TRJ_0188,4,51.98,11.3,1.01,50,3,56.63
TRJ_0188,8,51.98,11.3,1.01,99,5,60.74
TRJ_0188,12,51.98,11.3,1.01,149,6,64.52
TRJ_0188,16,51.98,11.3,1.01,191,8,67.45
TRJ_0188,20,51.98,11.3,1.01,233,11,70.12
TRJ_0188,24,51.98,11.3,1.01,281,12,72.9
TRJ_0189,0,35.82,26.7,1.15,0,0,35.82
TRJ_0189,4,35.82,26.7,1.15,101,1,49.24
TRJ_0189,8,35.82,26.7,1.15,218,3,61.24
TRJ_0189,12,35.82,26.7,1.15,338,5,70.61
TRJ_0189,16,35.82,26.7,1.15,432,7,76.35
TRJ_0189,20,35.82,26.7,1.15,540,10,81.55
TRJ_0189,24,35.82,26.7,1.15,649,13,85.65
TRJ_0190,0,17.39,5.4,0.81,0,0,17.39
TRJ_0190,4,17.39,5.4,0.81,23,2,20.51
TRJ_0190,8,17.39,5.4,0.81,45,4,23.36
TRJ_0190,12,17.39,5.4,0.81,64,7,25.74
TRJ_0190,16,17.39,5.4,0.81,86,9,28.38
TRJ_0190,20,17.39,5.4,0.81,108,11,30.93
TRJ_0190,24,17.39,5.4,0.81,129,12,33.29
TRJ_0191,0,36.01,22.3,1.24,0,0,36.01
TRJ_0191,4,36.01,22.3,1.24,98,1,49.91
TRJ_0191,8,36.01,22.3,1.24,192,2,60.4
TRJ_0191,12,36.01,22.3,1.24,290,5,69.0
TRJ_0191,16,36.01,22.3,1.24,382,8,75.36
TRJ_0191,20,36.01,22.3,1.24,477,11,80.58
TRJ_0191,24,36.01,22.3,1.24,576,12,84.82
TRJ_0192,0,50.16,25.3,1.03,0,0,50.16
TRJ_0192,4,50.16,25.3,1.03,91,2,58.75
TRJ_0192,8,50.16,25.3,1.03,202,3,67.21
TRJ_0192,12,50.16,25.3,1.03,311,5,73.81
TRJ_0192,16,50.16,25.3,1.03,420,7,79.1
TRJ_0192,20,50.16,25.3,1.03,509,9,82.63
TRJ_0192,24,50.16,25.3,1.03,621,10,86.21
TRJ_0193,0,46.92,14.9,0.99,0,0,46.92
TRJ_0193,4,46.92,14.9,0.99,67,3,53.58
TRJ_0193,8,46.92,14.9,0.99,118,4,58.08
TRJ_0193,12,46.92,14.9,0.99,171,6,62.25
TRJ_0193,16,46.92,14.9,0.99,236,7,66.83
TRJ_0193,20,46.92,14.9,0.99,297,9,70.64
TRJ_0193,24,46.92,14.9,0.99,348,11,73.49
TRJ_0194,0,42.95,14.7,0.97,0,0,42.95
TRJ_0194,4,42.95,14.7,0.97,53,2,48.62
TRJ_0194,8,42.95,14.7,0.97,106,3,53.65
TRJ_0194,12,42.95,14.7,0.97,163,5,58.54
TRJ_0194,16,42.95,14.7,0.97,223,7,63.12
TRJ_0194,20,42.95,14.7,0.97,276,8,66.77
TRJ_0194,24,42.95,14.7,0.97,333,10,70.31
TRJ_0195,0,38.48,17.1,0.98,0,0,38.48
TRJ_0195,4,38.48,17.1,0.98,64,3,45.74
TRJ_0195,8,38.48,17.1,0.98,124,5,51.8
TRJ_0195,12,38.48,17.1,0.98,201,8,58.6
TRJ_0195,16,38.48,17.1,0.98,277,11,64.38
TRJ_0195,20,38.48,17.1,0.98,354,14,69.38
TRJ_0195,24,38.48,17.1,0.98,423,16,73.28
TRJ_0196,0,25.45,13.2,1.06,0,0,25.45
TRJ_0196,4,25.45,13.2,1.06,56,3,33.82
TRJ_0196,8,25.45,13.2,1.06,111,5,41.12
TRJ_0196,12,25.45,13.2,1.06,158,6,46.78
TRJ_0196,16,25.45,13.2,1.06,216,9,53.03
TRJ_0196,20,25.45,13.2,1.06,270,10,58.17
TRJ_0196,24,25.45,13.2,1.06,328,11,63.05
TRJ_0197,0,39.71,15.1,0.75,0,0,39.71
TRJ_0197,4,39.71,15.1,0.75,56,1,44.64
TRJ_0197,8,39.71,15.1,0.75,110,4,49.01
TRJ_0197,12,39.71,15.1,0.75,178,7,54.0
TRJ_0197,16,39.71,15.1,0.75,236,8,57.87
TRJ_0197,20,39.71,15.1,0.75,303,9,61.94
TRJ_0197,24,39.71,15.1,0.75,360,10,65.08
TRJ_0198,0,19.95,25.2,0.98,0,0,19.95
TRJ_0198,4,19.95,25.2,0.98,111,1,35.65
TRJ_0198,8,19.95,25.2,0.98,213,2,47.4
TRJ_0198,12,19.95,25.2,0.98,301,4,55.79
TRJ_0198,16,19.95,25.2,0.98,387,5,62.69
TRJ_0198,20,19.95,25.2,0.98,477,6,68.76
TRJ_0198,24,19.95,25.2,0.98,572,9,74.09
TRJ_0199,0,31.36,26.6,1.23,0,0,31.36
TRJ_0199,4,31.36,26.6,1.23,105,3,46.99
TRJ_0199,8,31.36,26.6,1.23,216,5,59.69
TRJ_0199,12,31.36,26.6,1.23,310,8,68.06
TRJ_0199,16,31.36,26.6,1.23,430,10,76.27
TRJ_0199,20,31.36,26.6,1.23,531,12,81.5
TRJ_0199,24,31.36,26.6,1.23,642,13,85.93
TRJ_0200,0,37.1,24.2,1.3,0,0,37.1
TRJ_0200,4,37.1,24.2,1.3,94,3,50.86
TRJ_0200,8,37.1,24.2,1.3,184,6,61.2
TRJ_0200,12,37.1,24.2,1.3,269,9,68.91
TRJ_0200,16,37.1,24.2,1.3,374,10,76.36
TRJ_0200,20,37.1,24.2,1.3,465,13,81.35
TRJ_0200,24,37.1,24.2,1.3,560,15,85.44
TRJ_0201,0,53.27,28.7,1.12,0,0,53.27
TRJ_0201,4,53.27,28.7,1.12,101,3,62.74
TRJ_0201,8,53.27,28.7,1.12,214,6,71.08
TRJ_0201,12,53.27,28.7,1.12,342,8,78.33
TRJ_0201,16,53.27,28.7,1.12,456,9,83.25
TRJ_0201,20,53.27,28.7,1.12,587,12,87.52
TRJ_0201,24,53.27,28.7,1.12,691,14,90.12
TRJ_0202,0,38.91,9.7,1.18,0,0,38.91
TRJ_0202,4,38.91,9.7,1.18,43,1,44.89
TRJ_0202,8,38.91,9.7,1.18,76,4,49.1
TRJ_0202,12,38.91,9.7,1.18,113,5,53.46
TRJ_0202,16,38.91,9.7,1.18,146,7,56.99
TRJ_0202,20,38.91,9.7,1.18,179,8,60.29
TRJ_0202,24,38.91,9.7,1.18,216,10,63.63
TRJ_0203,0,38.33,26.3,1.27,0,0,38.33
TRJ_0203,4,38.33,26.3,1.27,97,3,51.91
TRJ_0203,8,38.33,26.3,1.27,193,5,62.36
TRJ_0203,12,38.33,26.3,1.27,287,7,70.39
TRJ_0203,16,38.33,26.3,1.27,377,8,76.44
TRJ_0203,20,38.33,26.3,1.27,483,11,82.02
TRJ_0203,24,38.33,26.3,1.27,589,12,86.27
TRJ_0204,0,18.42,5.4,0.93,0,0,18.42
TRJ_0204,4,18.42,5.4,0.93,18,2,21.23
TRJ_0204,8,18.42,5.4,0.93,36,5,23.93
TRJ_0204,12,18.42,5.4,0.93,57,8,26.92
TRJ_0204,16,18.42,5.4,0.93,80,10,30.06
TRJ_0204,20,18.42,5.4,0.93,102,12,32.95
TRJ_0204,24,18.42,5.4,0.93,121,14,35.32
TRJ_0205,0,41.43,13.8,0.75,0,0,41.43
TRJ_0205,4,41.43,13.8,0.75,53,1,45.91
TRJ_0205,8,41.43,13.8,0.75,114,3,50.66
TRJ_0205,12,41.43,13.8,0.75,164,4,54.24
TRJ_0205,16,41.43,13.8,0.75,219,5,57.87
TRJ_0205,20,41.43,13.8,0.75,271,6,61.07
TRJ_0205,24,41.43,13.8,0.75,331,7,64.43
TRJ_0206,0,38.95,15.2,0.96,0,0,38.95
TRJ_0206,4,38.95,15.2,0.96,68,3,46.44
TRJ_0206,8,38.95,15.2,0.96,124,6,51.92
TRJ_0206,12,38.95,15.2,0.96,177,9,56.59
TRJ_0206,16,38.95,15.2,0.96,244,10,61.85
TRJ_0206,20,38.95,15.2,0.96,304,12,66.03
TRJ_0206,24,38.95,15.2,0.96,356,13,69.29
TRJ_0207,0,51.19,20.7,0.85,0,0,51.19
TRJ_0207,4,51.19,20.7,0.85,87,1,57.95
TRJ_0207,8,51.19,20.7,0.85,164,3,63.11
TRJ_0207,12,51.19,20.7,0.85,244,4,67.81
TRJ_0207,16,51.19,20.7,0.85,323,7,71.86
TRJ_0207,20,51.19,20.7,0.85,411,8,75.81
TRJ_0207,24,51.19,20.7,0.85,484,9,78.63
TRJ_0208,0,26.27,27.5,1.23,0,0,26.27
TRJ_0208,4,26.27,27.5,1.23,125,3,45.86
TRJ_0208,8,26.27,27.5,1.23,219,5,57.08
TRJ_0208,12,26.27,27.5,1.23,316,7,66.21
TRJ_0208,16,26.27,27.5,1.23,441,9,75.18
TRJ_0208,20,26.27,27.5,1.23,544,12,80.74
TRJ_0208,24,26.27,27.5,1.23,661,13,85.58
TRJ_0209,0,52.87,25.7,0.93,0,0,52.87
TRJ_0209,4,52.87,25.7,0.93,106,1,61.33
TRJ_0209,8,52.87,25.7,0.93,206,2,67.92
TRJ_0209,12,52.87,25.7,0.93,302,3,73.21
TRJ_0209,16,52.87,25.7,0.93,412,6,78.18
TRJ_0209,20,52.87,25.7,0.93,529,7,82.47
TRJ_0209,24,52.87,25.7,0.93,630,10,85.48
TRJ_0210,0,37.07,15.9,1.29,0,0,37.07
TRJ_0210,4,37.07,15.9,1.29,67,3,47.18
TRJ_0210,8,37.07,15.9,1.29,130,6,55.18
TRJ_0210,12,37.07,15.9,1.29,198,7,62.45
TRJ_0210,16,37.07,15.9,1.29,254,8,67.58
TRJ_0210,20,37.07,15.9,1.29,308,11,71.84
TRJ_0210,24,37.07,15.9,1.29,371,13,76.12
TRJ_0211,0,42.73,7.6,0.86,0,0,42.73
TRJ_0211,4,42.73,7.6,0.86,34,2,46.06
TRJ_0211,8,42.73,7.6,0.86,61,4,48.54
TRJ_0211,12,42.73,7.6,0.86,88,6,50.91
TRJ_0211,16,42.73,7.6,0.86,117,8,53.32
TRJ_0211,20,42.73,7.6,0.86,151,9,56.04
TRJ_0211,24,42.73,7.6,0.86,179,11,58.16
TRJ_0212,0,23.14,9.4,1.18,0,0,23.14
TRJ_0212,4,23.14,9.4,1.18,41,2,30.29
TRJ_0212,8,23.14,9.4,1.18,81,5,36.57
TRJ_0212,12,23.14,9.4,1.18,122,7,42.55
TRJ_0212,16,23.14,9.4,1.18,164,10,47.99
TRJ_0212,20,23.14,9.4,1.18,204,11,52.77
TRJ_0212,24,23.14,9.4,1.18,243,14,56.95
TRJ_0213,0,45.85,29.0,1.13,0,0,45.85
TRJ_0213,4,45.85,29.0,1.13,124,3,59.12
TRJ_0213,8,45.85,29.0,1.13,234,4,68.15
TRJ_0213,12,45.85,29.0,1.13,349,5,75.46
TRJ_0213,16,45.85,29.0,1.13,481,7,81.79
TRJ_0213,20,45.85,29.0,1.13,610,9,86.41
TRJ_0213,24,45.85,29.0,1.13,713,11,89.25
TRJ_0214,0,18.81,16.4,0.81,0,0,18.81
TRJ_0214,4,18.81,16.4,0.81,74,1,28.06
TRJ_0214,8,18.81,16.4,0.81,144,3,35.83
TRJ_0214,12,18.81,16.4,0.81,216,5,42.92
TRJ_0214,16,18.81,16.4,0.81,284,8,48.93
TRJ_0214,20,18.81,16.4,0.81,355,11,54.5
TRJ_0214,24,18.81,16.4,0.81,415,12,58.73
TRJ_0215,0,54.49,19.8,0.9,0,0,54.49
TRJ_0215,4,54.49,19.8,0.9,90,1,61.35
TRJ_0215,8,54.49,19.8,0.9,157,3,65.79
TRJ_0215,12,54.49,19.8,0.9,240,4,70.58
TRJ_0215,16,54.49,19.8,0.9,326,6,74.84
TRJ_0215,20,54.49,19.8,0.9,395,9,77.79
TRJ_0215,24,54.49,19.8,0.9,481,12,81.0
TRJ_0216,0,43.19,12.5,0.77,0,0,43.19
TRJ_0216,4,43.19,12.5,0.77,54,3,47.73
TRJ_0216,8,43.19,12.5,0.77,110,5,52.07
TRJ_0216,12,43.19,12.5,0.77,158,7,55.55
TRJ_0216,16,43.19,12.5,0.77,209,9,58.92
TRJ_0216,20,43.19,12.5,0.77,257,10,61.87
TRJ_0216,24,43.19,12.5,0.77,310,11,64.91
TRJ_0217,0,49.44,20.3,0.99,0,0,49.44
TRJ_0217,4,49.44,20.3,0.99,86,1,57.38
TRJ_0217,8,49.44,20.3,0.99,165,4,63.58
TRJ_0217,12,49.44,20.3,0.99,249,6,69.16
TRJ_0217,16,49.44,20.3,0.99,330,7,73.76
TRJ_0217,20,49.44,20.3,0.99,403,9,77.31
TRJ_0217,24,49.44,20.3,0.99,481,12,80.58
TRJ_0218,0,25.4,11.9,0.71,0,0,25.4
TRJ_0218,4,25.4,11.9,0.71,52,2,30.74
TRJ_0218,8,25.4,11.9,0.71,92,4,34.64
TRJ_0218,12,25.4,11.9,0.71,143,7,39.24
TRJ_0218,16,25.4,11.9,0.71,185,10,42.83
TRJ_0218,20,25.4,11.9,0.71,238,11,47.04
TRJ_0218,24,25.4,11.9,0.71,289,12,50.8
TRJ_0219,0,19.62,25.1,0.91,0,0,19.62
TRJ_0219,4,19.62,25.1,0.91,112,1,34.55
TRJ_0219,8,19.62,25.1,0.91,212,4,45.5
TRJ_0219,12,19.62,25.1,0.91,319,6,55.18
TRJ_0219,16,19.62,25.1,0.91,405,9,61.68
TRJ_0219,20,19.62,25.1,0.91,492,11,67.29
TRJ_0219,24,19.62,25.1,0.91,577,12,72.0
TRJ_0220,0,16.29,18.8,1.17,0,0,16.29
TRJ_0220,4,16.29,18.8,1.17,65,1,28.12
TRJ_0220,8,16.29,18.8,1.17,135,4,38.99
TRJ_0220,12,16.29,18.8,1.17,209,7,48.73
TRJ_0220,16,16.29,18.8,1.17,284,8,57.02
TRJ_0220,20,16.29,18.8,1.17,362,10,64.26
TRJ_0220,24,16.29,18.8,1.17,427,13,69.35
TRJ_0221,0,45.7,8.7,0.95,0,0,45.7
TRJ_0221,4,45.7,8.7,0.95,32,3,48.96
TRJ_0221,8,45.7,8.7,0.95,66,6,52.21
TRJ_0221,12,45.7,8.7,0.95,97,7,55.01
TRJ_0221,16,45.7,8.7,0.95,134,9,58.07
TRJ_0221,20,45.7,8.7,0.95,169,10,60.84
TRJ_0221,24,45.7,8.7,0.95,205,11,63.44
TRJ_0222,0,43.75,10.3,1.04,0,0,43.75
TRJ_0222,4,43.75,10.3,1.04,41,2,48.45
TRJ_0222,8,43.75,10.3,1.04,84,4,52.87
TRJ_0222,12,43.75,10.3,1.04,128,6,57.05
TRJ_0222,16,43.75,10.3,1.04,174,9,60.98
TRJ_0222,20,43.75,10.3,1.04,210,10,63.84
TRJ_0222,24,43.75,10.3,1.04,246,11,66.48
TRJ_0223,0,19.56,27.3,0.91,0,0,19.56
TRJ_0223,4,19.56,27.3,0.91,114,1,34.71
TRJ_0223,8,19.56,27.3,0.91,218,3,46.05
TRJ_0223,12,19.56,27.3,0.91,326,5,55.71
TRJ_0223,16,19.56,27.3,0.91,439,6,63.96
TRJ_0223,20,19.56,27.3,0.91,545,8,70.32
TRJ_0223,24,19.56,27.3,0.91,640,11,75.06
TRJ_0224,0,38.09,27.1,1.01,0,0,38.09
TRJ_0224,4,38.09,27.1,1.01,121,3,51.58
TRJ_0224,8,38.09,27.1,1.01,231,6,61.31
TRJ_0224,12,38.09,27.1,1.01,344,8,69.26
TRJ_0224,16,38.09,27.1,1.01,446,11,75.01
TRJ_0224,20,38.09,27.1,1.01,551,14,79.81
TRJ_0224,24,38.09,27.1,1.01,662,15,83.9
TRJ_0225,0,46.8,22.9,1.09,0,0,46.8
TRJ_0225,4,46.8,22.9,1.09,103,3,57.59
TRJ_0225,8,46.8,22.9,1.09,182,6,64.31
TRJ_0225,12,46.8,22.9,1.09,284,8,71.45
TRJ_0225,16,46.8,22.9,1.09,373,9,76.51
TRJ_0225,20,46.8,22.9,1.09,455,10,80.39
TRJ_0225,24,46.8,22.9,1.09,535,12,83.56
TRJ_0226,0,54.22,28.9,1.29,0,0,54.22
TRJ_0226,4,54.22,28.9,1.29,119,1,66.33
TRJ_0226,8,54.22,28.9,1.29,234,4,75.03
TRJ_0226,12,54.22,28.9,1.29,355,5,81.75
TRJ_0226,16,54.22,28.9,1.29,464,8,86.25
TRJ_0226,20,54.22,28.9,1.29,573,10,89.62
TRJ_0226,24,54.22,28.9,1.29,690,12,92.34
TRJ_0227,0,49.74,29.0,0.91,0,0,49.74
TRJ_0227,4,49.74,29.0,0.91,129,3,60.32
TRJ_0227,8,49.74,29.0,0.91,232,5,67.11
TRJ_0227,12,49.74,29.0,0.91,335,8,72.75
TRJ_0227,16,49.74,29.0,0.91,466,9,78.57
TRJ_0227,20,49.74,29.0,0.91,597,10,83.11
TRJ_0227,24,49.74,29.0,0.91,699,13,85.99
TRJ_0228,0,51.5,17.1,1.2,0,0,51.5
TRJ_0228,4,51.5,17.1,1.2,64,1,58.42
TRJ_0228,8,51.5,17.1,1.2,136,3,65.07
TRJ_0228,12,51.5,17.1,1.2,212,4,70.91
TRJ_0228,16,51.5,17.1,1.2,286,7,75.67
TRJ_0228,20,51.5,17.1,1.2,351,8,79.21
TRJ_0228,24,51.5,17.1,1.2,410,9,81.99
TRJ_0229,0,49.07,14.4,1.06,0,0,49.07
TRJ_0229,4,49.07,14.4,1.06,49,1,54.12
TRJ_0229,8,49.07,14.4,1.06,114,4,60.08
TRJ_0229,12,49.07,14.4,1.06,165,5,64.2
TRJ_0229,16,49.07,14.4,1.06,225,8,68.49
TRJ_0229,20,49.07,14.4,1.06,287,11,72.42
TRJ_0229,24,49.07,14.4,1.06,337,14,75.24
TRJ_0230,0,37.84,29.1,1.25,0,0,37.84
TRJ_0230,4,37.84,29.1,1.25,108,2,52.61
TRJ_0230,8,37.84,29.1,1.25,240,3,65.97
TRJ_0230,12,37.84,29.1,1.25,372,4,75.57
TRJ_0230,16,37.84,29.1,1.25,486,5,81.67
TRJ_0230,20,37.84,29.1,1.25,590,8,85.88
TRJ_0230,24,37.84,29.1,1.25,691,9,89.04
TRJ_0231,0,32.99,18.4,0.86,0,0,32.99
TRJ_0231,4,32.99,18.4,0.86,62,3,39.83
TRJ_0231,8,32.99,18.4,0.86,127,5,46.25
TRJ_0231,12,32.99,18.4,0.86,194,6,52.17
TRJ_0231,16,32.99,18.4,0.86,263,8,57.56
TRJ_0231,20,32.99,18.4,0.86,334,11,62.49
TRJ_0231,24,32.99,18.4,0.86,412,14,67.22
TRJ_0232,0,46.31,13.8,1.25,0,0,46.31
TRJ_0232,4,46.31,13.8,1.25,49,1,52.6
TRJ_0232,8,46.31,13.8,1.25,101,3,58.4
TRJ_0232,12,46.31,13.8,1.25,150,6,63.22
TRJ_0232,16,46.31,13.8,1.25,208,8,68.19
TRJ_0232,20,46.31,13.8,1.25,258,11,71.97
TRJ_0232,24,46.31,13.8,1.25,316,12,75.76
TRJ_0233,0,16.64,10.2,0.99,0,0,16.64
TRJ_0233,4,16.64,10.2,0.99,44,3,23.62
TRJ_0233,8,16.64,10.2,0.99,80,4,28.96
TRJ_0233,12,16.64,10.2,0.99,117,6,34.02
TRJ_0233,16,16.64,10.2,0.99,159,9,39.3
TRJ_0233,20,16.64,10.2,0.99,203,12,44.44
TRJ_0233,24,16.64,10.2,0.99,244,14,48.83
TRJ_0234,0,39.62,29.5,1.18,0,0,39.62
TRJ_0234,4,39.62,29.5,1.18,116,2,54.14
TRJ_0234,8,39.62,29.5,1.18,219,3,64.07
TRJ_0234,12,39.62,29.5,1.18,350,4,73.66
TRJ_0234,16,39.62,29.5,1.18,478,6,80.57
TRJ_0234,20,39.62,29.5,1.18,593,7,85.2
TRJ_0234,24,39.62,29.5,1.18,721,10,89.08
TRJ_0235,0,44.1,10.0,0.81,0,0,44.1
TRJ_0235,4,44.1,10.0,0.81,43,3,47.89
TRJ_0235,8,44.1,10.0,0.81,83,5,51.22
TRJ_0235,12,44.1,10.0,0.81,122,6,54.23
TRJ_0235,16,44.1,10.0,0.81,160,8,57.0
TRJ_0235,20,44.1,10.0,0.81,202,11,59.87
TRJ_0235,24,44.1,10.0,0.81,240,12,62.31
TRJ_0236,0,15.48,12.8,1.24,0,0,15.48
TRJ_0236,4,15.48,12.8,1.24,49,1,25.19
TRJ_0236,8,15.48,12.8,1.24,93,3,32.94
TRJ_0236,12,15.48,12.8,1.24,147,5,41.46
TRJ_0236,16,15.48,12.8,1.24,194,7,47.99
TRJ_0236,20,15.48,12.8,1.24,238,9,53.42
TRJ_0236,24,15.48,12.8,1.24,293,12,59.44
TRJ_0237,0,15.25,9.0,0.82,0,0,15.25
TRJ_0237,4,15.25,9.0,0.82,38,1,20.38
TRJ_0237,8,15.25,9.0,0.82,69,3,24.42
TRJ_0237,12,15.25,9.0,0.82,107,4,29.01
TRJ_0237,16,15.25,9.0,0.82,141,6,32.87
TRJ_0237,20,15.25,9.0,0.82,177,9,36.73
TRJ_0237,24,15.25,9.0,0.82,216,11,40.69
TRJ_0238,0,32.68,8.8,0.78,0,0,32.68
TRJ_0238,4,32.68,8.8,0.78,33,1,36.16
TRJ_0238,8,32.68,8.8,0.78,64,4,39.22
TRJ_0238,12,32.68,8.8,0.78,100,6,42.59
TRJ_0238,16,32.68,8.8,0.78,136,7,45.75
TRJ_0238,20,32.68,8.8,0.78,173,9,48.82
TRJ_0238,24,32.68,8.8,0.78,209,10,51.64
TRJ_0239,0,29.36,19.9,1.22,0,0,29.36
TRJ_0239,4,29.36,19.9,1.22,68,2,40.26
TRJ_0239,8,29.36,19.9,1.22,137,5,49.62
TRJ_0239,12,29.36,19.9,1.22,228,6,59.65
TRJ_0239,16,29.36,19.9,1.22,313,9,67.29
TRJ_0239,20,29.36,19.9,1.22,382,12,72.38
TRJ_0239,24,29.36,19.9,1.22,472,13,77.83
TRJ_0240,0,52.69,22.0,1.25,0,0,52.69
TRJ_0240,4,52.69,22.0,1.25,83,3,61.63
TRJ_0240,8,52.69,22.0,1.25,168,4,69.01
TRJ_0240,12,52.69,22.0,1.25,254,5,75.04
TRJ_0240,16,52.69,22.0,1.25,352,7,80.51
TRJ_0240,20,52.69,22.0,1.25,451,10,84.81
TRJ_0240,24,52.69,22.0,1.25,541,13,87.88
TRJ_0241,0,51.22,26.4,0.95,0,0,51.22
TRJ_0241,4,51.22,26.4,0.95,112,2,60.57
TRJ_0241,8,51.22,26.4,0.95,207,5,67.12
TRJ_0241,12,51.22,26.4,0.95,301,7,72.52
TRJ_0241,16,51.22,26.4,0.95,412,8,77.76
TRJ_0241,20,51.22,26.4,0.95,515,11,81.73
TRJ_0241,24,51.22,26.4,0.95,626,13,85.23
TRJ_0242,0,46.77,15.5,1.27,0,0,46.77
TRJ_0242,4,46.77,15.5,1.27,69,3,55.41
TRJ_0242,8,46.77,15.5,1.27,123,5,61.17
TRJ_0242,12,46.77,15.5,1.27,178,7,66.25
TRJ_0242,16,46.77,15.5,1.27,233,8,70.67
TRJ_0242,20,46.77,15.5,1.27,295,10,74.97
TRJ_0242,24,46.77,15.5,1.27,356,12,78.59
TRJ_0243,0,50.35,14.2,0.97,0,0,50.35
TRJ_0243,4,50.35,14.2,0.97,63,1,56.09
TRJ_0243,8,50.35,14.2,0.97,120,4,60.73
TRJ_0243,12,50.35,14.2,0.97,178,6,64.95
TRJ_0243,16,50.35,14.2,0.97,228,7,68.21
TRJ_0243,20,50.35,14.2,0.97,276,10,71.08
TRJ_0243,24,50.35,14.2,0.97,337,12,74.34
TRJ_0244,0,26.58,17.5,1.21,0,0,26.58
TRJ_0244,4,26.58,17.5,1.21,68,2,37.72
TRJ_0244,8,26.58,17.5,1.21,147,5,48.57
TRJ_0244,12,26.58,17.5,1.21,220,7,56.97
TRJ_0244,16,26.58,17.5,1.21,280,10,62.85
TRJ_0244,20,26.58,17.5,1.21,342,12,68.03
TRJ_0244,24,26.58,17.5,1.21,418,13,73.44
TRJ_0245,0,54.65,9.2,1.03,0,0,54.65
TRJ_0245,4,54.65,9.2,1.03,36,3,57.89
TRJ_0245,8,54.65,9.2,1.03,71,5,60.84
TRJ_0245,12,54.65,9.2,1.03,110,7,63.89
TRJ_0245,16,54.65,9.2,1.03,141,9,66.16
TRJ_0245,20,54.65,9.2,1.03,179,10,68.76
TRJ_0245,24,54.65,9.2,1.03,211,12,70.79
TRJ_0246,0,30.83,14.6,0.89,0,0,30.83
TRJ_0246,4,30.83,14.6,0.89,66,2,38.53
TRJ_0246,8,30.83,14.6,0.89,127,5,44.86
TRJ_0246,12,30.83,14.6,0.89,183,7,50.14
TRJ_0246,16,30.83,14.6,0.89,234,8,54.53
